"행정구역별","항목","단위","2000 년","2001 년","2002 년","2003 년","2004 년","2005 년","2006 년","2007 년","2008 년","2009 년","2010 년","2011 년","2012 년","2013 년","2014 년","2015 년","2016 년","2017 년","2018 년","2019 년","2020 년","2021 년","2022 년","2023 년","2024 년",
"밀양시","논벼:재배면적[ha]","ha","7804","7832","7633","7245","6963","6822","6837","6941","6863","6760","6475","6082","5843","5812","5982","5731","5609","5399.833","5465.2833","5445.6129","5254.0761","4675.8662","4679.8204","4338.7985","4390.0309",
"밀양시","논벼:10a당 생산량[kg]","kg","451","476","443","404","499","492","490.23355","499.38663","531.16603","529.5521","474.98506","497.92253","496.63431","505.58064","508.56877","541.15936","524.98276","536.32421","520.70265","511.32627","474.54473","548.0741","525.8949","521.7953","499.3224",
"밀양시","논벼:생산량[톤]","톤","35189","37250","33843","29257","34731","33581","33517","34662.4259","36453.92481","35797.72182","30755.28276","30283.64839","29018.34273","29384.34695","30422.58379","31013.84274","29446.28287","28960.61158","28457.87472","27844.84931","24932.94101","25627.2131","24610.9373","22639.6461","21920.409",
"거제시","논벼:재배면적[ha]","ha","2634","2568","2508","2228","2132","2084","1975","1960","1925","1870","1872","1861","1837","1762","1689","1552","1520","1436.6614","1340.27","1387.9374","1372.1622","1298.5533","1253.3566","1297.3004","1293.9712",
"거제시","논벼:10a당 생산량[kg]","kg","435","516","427","412","479","469","498.20775","462.07985","493.21535","496.79913","488.50687","489.91419","468.09707","491.56852","471.61945","506.17295","481.2084","528.88715","489.92497","490.86934","453.02244","500.7715","484.6638","481.7629","482.5649",
"거제시","논벼:생산량[톤]","톤","11452","13258","10702","9169","10216","9770","9840","9056.76512","9494.39545","9290.14366","9144.84852","9117.30307","8598.94314","8661.43734","7965.65246","7855.80417","7314.36766","7598.3176","6566.31738","6812.9591","6216.20263","6502.7855","6074.5659","6249.9118","6244.2508",
"양산시","논벼:재배면적[ha]","ha","2040","1962","1863","1545","1378","1146","1281","1428","1271","1394","1005","1008","894","762","729","614","928","863.7804","817.0765","804.0887","786.7646","557.7187","586.3806","604.5496","583.77",
"양산시","논벼:10a당 생산량[kg]","kg","414","476","447","396","482","432","472.2495","478.79311","550.5015","542.14153","483.04547","491.68723","495.72461","511.47613","498.18374","530.72776","513.29132","514.2012","501.0015","476.9888","465.40757","527.8479","479.7798","489.6916","484.7774",
"양산시","논벼:생산량[톤]","톤","8454","9345","8333","6125","6637","4949","6050","6837.16563","6996.87407","7557.45298","4854.60698","4956.20732","4431.77801","3897.44811","3631.7595","3258.66847","4763.34348","4441.56915","4093.56555","3835.41301","3661.66198","2943.9065","2813.3357","2960.4284","2829.985",
"의령군","논벼:재배면적[ha]","ha","5175","5154","5003","4594","4469","4380","4456","4555","4422","4180","3742","3681","3820","3800","3661","3620","3590","3577.2099","3607.1364","3632.7235","3258.2655","3144.0679","3193.925","3207.7762","2976.8844",
"의령군","논벼:10a당 생산량[kg]","kg","459","493","425","384","486","481","477.04991","450.88983","498.72793","503.74132","486.56769","494.7888","495.32414","514.73105","510.27605","528.14855","518.9856","531.7094","513.99125","511.27653","486.22148","525.8092","522.0194","521.3684","519.1968",
"의령군","논벼:생산량[톤]","톤","23745","25418","21247","17659","21739","21051","21257","20538.03162","22053.749","21056.38719","18207.36301","18213.17556","18921.38205","19559.78005","18681.20606","19118.97742","18631.58286","19020.36121","18540.36564","18573.26281","15842.38665","16531.7992","16672.9094","16724.3308","15455.8877",
"함안군","논벼:재배면적[ha]","ha","7228","7228","7081","6850","6678","6617","6823","6881","6954","6803","6479","6096","5876","6016","5607","5495","5470","5057.354","4984.0703","4907.9318","4823.4119","4947.7115","4979.5978","4957.9298","4960.5236",
"함안군","논벼:10a당 생산량[kg]","kg","454","482","417","406","464","463","471.25873","441.94164","519.07216","571.42863","481.34614","489.67759","484.9712","509.35316","490.77196","525.22629","524.23814","534.40131","515.32603","509.29992","499.16488","538.8781","517.1798","500.0843","490.9789",
"함안군","논벼:생산량[톤]","톤","32802","34858","29498","27824","30972","30628","32154","30410.0043","36096.2782","38874.28972","31186.41658","29850.74615","28496.90779","30642.68614","27517.58359","28861.18476","28675.8265","27026.56611","25684.21147","24996.09292","24076.7783","26662.1323","25753.4758","24793.8274","24355.1226",
"창녕군","논벼:재배면적[ha]","ha","7602","7781","7618","7401","7329","7289","6984","7004","7025","6999","6610","6232","6617","6505","6270","6259","6201","6019.4308","5709.805","5883.2771","6018.8002","6757.8204","6649.9496","6526.8734","6318.882",
"창녕군","논벼:10a당 생산량[kg]","kg","466","514","456","349","481","478","466.36042","464.72919","521.17502","520.45672","474.29544","477.75387","474.89069","502.70873","495.71336","519.28535","514.40154","516.65264","512.60746","506.45728","492.107","525.9605","513.2901","512.0843","509.715",
"창녕군","논벼:생산량[톤]","톤","35398","39961","34764","25796","35238","34843","32571","32549.63276","36612.54542","36426.76594","31350.92865","29773.62135","31423.51688","32701.2028","31081.22746","32502.0698","31898.03941","31099.54789","29268.88649","29796.28536","29618.93702","35543.4673","34133.5298","33423.0966","32208.2921",
"고성군","논벼:재배면적[ha]","ha","7695","7645","7610","7243","7114","7006","6880","6878","6516","6687","6483","6181","6169","5929","5687","5535","5747","5404.6668","5246.6242","5082.3517","5001.1795","5083.7983","5187.4915","4914.7447","4672.4134",
"고성군","논벼:10a당 생산량[kg]","kg","464","519","452","426","511","489","489.31936","452.04196","523.006","519.20118","486.48247","493.15926","475.41574","509.43908","476.52154","569.91622","543.01179","532.8542","507.10483","501.58568","478.67018","530.8392","515.7306","513.3356","504.3354",
"고성군","논벼:생산량[톤]","톤","35728","39715","34428","30875","36366","34257","33665","31091.44585","34079.07123","34718.9827","31538.65858","30482.17412","29328.39702","30204.643","27099.78019","31544.8629","31206.88779","28798.99389","26605.88495","25492.34833","23939.15497","26986.7931","26753.479","25229.1322","23564.6353",
"남해군","논벼:재배면적[ha]","ha","4026","4015","3988","3668","3590","3535","3291","3366","3234","3141","3097","3061","2960","2787","2792","2794","2378","2291.1888","2101.593","2043.8339","2154.1728","2435.54","2431.5831","2387.501","2323.2249",
"남해군","논벼:10a당 생산량[kg]","kg","472","494","387","412","462","454","490.85222","459.82908","493.21535","496.79913","488.50687","489.91419","468.09707","491.56852","471.61945","506.17295","499.53295","508.27792","482.6587","458.25566","421.3806","494.8471","475.8732","482.1349","471.4988",
"남해군","논벼:생산량[톤]","톤","19012","19814","15437","15121","16575","16051","16154","15477.84694","15950.58435","15604.46056","15129.05762","14996.27335","13855.67321","13700.01467","13167.61496","14142.47219","11878.89365","11645.60666","10143.52139","9365.98458","9077.2663","12052.1992","11571.2521","11510.9761","10953.9772",
"하동군","논벼:재배면적[ha]","ha","6603","6485","6429","6042","5888","5735","5661","5769","5753","5489","5390","5024","4919","4354","4658","4633","4188","4152.5027","4174.3361","4103.041","4000.2449","3754.691","3871.2892","3929.9615","3893.1",
"하동군","논벼:10a당 생산량[kg]","kg","481","501","426","402","493","469","489.03964","470.46214","526.56725","531.78815","503.2136","503.55807","505.17911","500.03537","489.29089","523.53365","522.44458","524.1524","488.07872","470.1199","461.90199","511.5805","503.1017","510.0607","480.6183",
"하동군","논벼:생산량[톤]","톤","31738","32504","27389","24304","29027","26888","27685","27140.961","30293.41375","29189.85162","27123.21294","25298.75724","24849.76022","21771.53995","22791.1695","24255.31421","21879.97917","21765.44249","20374.04613","19289.21239","18477.21071","19208.2672","19476.5201","20045.1882","18710.9497",
"산청군","논벼:재배면적[ha]","ha","5498","5547","5521","4922","4658","4528","4693","4777","4581","4498","4521","4209","4294","4224","4141","3933","2995","2918.4699","2867.5232","2907.4646","2949.8464","3194.9585","3190.2049","3160.606","3108.6267",
"산청군","논벼:10a당 생산량[kg]","kg","455","512","446","404","473","457","449.12921","428.66738","540.08022","477.00841","448.38794","470.75754","455.32297","464.67968","490.55153","507.49402","509.61455","519.06812","490.93922","489.35575","469.55238","514.0936","500.8173","490.1863","486.3261",
"산청군","논벼:생산량[톤]","톤","24992","28383","24620","19904","22015","20714","21078","20477.44074","24741.0751","21455.83843","20271.61895","19814.18473","19551.56854","19628.0698","20313.73901","19959.73977","15262.95569","15148.84696","14077.79599","14227.84518","13851.07409","16425.0766","15977.0968","15492.8564","15118.0622",
"함양군","논벼:재배면적[ha]","ha","5099","5176","5016","4731","4658","4557","4439","4477","4447","4483","4292","3846","3990","3742","3795","3770","3213","3080.8918","2940.3361","3031.7961","3053.1211","3417.1036","3383.8403","3399.6981","3278.1147",
"함양군","논벼:10a당 생산량[kg]","kg","470","521","470","422","523","519","492.08214","458.1158","540.08022","539.01233","479.95204","515.1277","466.21912","542.23118","522.97057","534.80222","553.87138","547.87198","539.99753","539.41298","533.19556","556.0403","536.6634","552.6204","546.8206",
"함양군","논벼:생산량[톤]","톤","23966","26950","23590","19950","24341","23669","21844","20509.84457","24017.3676","24163.92256","20599.54145","19811.81132","18602.14304","20290.29086","19846.73309","20162.04354","17795.8874","16879.34296","15877.74246","16353.90173","16279.10623","19000.4745","18159.8319","18787.4241","17925.4072",
"거창군","논벼:재배면적[ha]","ha","6346","6424","6318","5852","5890","5736","5692","5707","5681","5698","5540","5237","5283","5240","5161","4908","4671","4465.0504","4224.6356","4315.7946","4343.2391","3727.7573","3738.3187","3776.8986","3800.89",
"거창군","논벼:10a당 생산량[kg]","kg","494","502","460","414","485","488","465.87054","459.7431","547.05066","544.41977","479.08206","512.73503","497.17195","532.22086","530.60725","543.90737","557.24429","553.183","525.51373","539.26075","518.24327","552.3526","521.1272","527.9175","531.9563",
"거창군","논벼:생산량[톤]","톤","31318","32276","29084","24235","28573","27966","26517","26237.53875","31077.94773","31021.03877","26541.14639","26851.93377","26265.59389","27888.3732","27384.64015","26694.97377","26028.88089","24699.89957","22201.04023","23273.38619","22508.54431","20590.3636","19481.3974","19938.9077","20219.0749",
"합천군","논벼:재배면적[ha]","ha","9414","9480","9348","8996","8895","8779","8625","8644","8845","8778","8219","7739","8139","7938","7682","7445","6998","6774.8767","6679.0382","6630.1659","6492.1796","6377.0464","6521.1024","6487.0911","6310.0816",
"합천군","논벼:10a당 생산량[kg]","kg","451","487","409","380","479","464","464.18597","450.91339","507.98079","512.50517","463.19208","475.68403","476.22968","500.00755","482.01284","516.53288","510.05485","520.49174","505.676","503.17458","471.33082","516.1488","509.1528","506.2791","503.421",
"합천군","논벼:생산량[톤]","톤","42479","46208","38233","34163","42623","40750","40036","38976.95377","44930.90082","44987.70362","38069.75726","36813.18737","38760.33358","39690.59893","37028.22611","38455.87302","35693.63846","35262.67367","33774.29293","33361.30973","30599.64309","32915.0478","33202.3738","32842.7886","31766.2755",
"제주도","논벼:재배면적[ha]","ha","134","127","114","85","61","51","43","35","32","25","24","17","14","12","12","10","9.7","8.2","7.6","7.6","7.9","5.5","4.7","5.1394","4.7107",
"제주도","논벼:10a당 생산량[kg]","kg","427","469","389","388","444","418","430.30106","381.69201","465.22576","471.56584","341.4394","415.25213","336.54361","374.2327","393.21434","464.58445","418.73689","395.69529","348.45274","214.97286","231.1849","381.8722","377.7424","419.4286","395.3364",
"제주도","논벼:생산량[톤]","톤","572","595","444","330","271","213","185","133.5922","148.87224","117.89146","81.94546","70.59286","47.11611","44.90792","47.18572","46.45844","40.61748","32.44701","26.48241","16.33794","18.26361","21.003","17.7539","21.5561","18.6231",
"제주시","논벼:재배면적[ha]","ha","87","82","72","49","26","20","14","7","5","2","1","1","1","1","","","","","","","","","","","",
"제주시","논벼:10a당 생산량[kg]","kg","424","453","380","380","442","409","421.51067","381.69201","465.22576","471.56584","341.4394","415.25213","336.54361","374.2327","","","","","","","","","","","",
"제주시","논벼:생산량[톤]","톤","369","371","273","186","115","82","59","26.71844","23.26129","9.43132","3.41439","4.15252","3.36544","3.74233","","","","","","","","","","","",
"서귀포시","논벼:재배면적[ha]","ha","47","45","42","36","35","31","29","28","27","23","23","16","13","11","12","10","9.7","8.2","7.6","7.6","7.9","5.5","4.7","5.1394","4.7107",
"서귀포시","논벼:10a당 생산량[kg]","kg","871","1000","816","810","907","854","868.7914","381.69201","465.22576","471.56584","341.4394","415.25213","336.54361","374.2327","393.21434","464.58445","418.73689","395.69529","348.45274","214.97286","231.1849","381.8722","377.7424","419.4286","395.3364",
"서귀포시","논벼:생산량[톤]","톤","203","224","171","144","156","131","126","106.87376","125.61095","108.46014","78.53106","66.44034","43.75067","41.1656","47.18572","46.45844","40.61748","32.44701","26.48241","16.33794","18.26361","21.003","17.7539","21.5561","18.6231",
